payment_id,order_id,payment_date,amount,payment_method
9342,9342,2024-07-15 08:43:27.697289,5406.31,card
9343,9343,2024-04-30 23:06:09.286386,3758.29,cash
9344,9344,2023-12-24 17:06:56.724125,60.39,card
9345,9345,2024-02-02 12:57:55.279305,0,cash
9346,9346,2024-09-20 02:20:09.518258,5655.66,cash
9347,9347,2024-04-13 15:13:07.015249,1917.03,cash
9348,9348,2024-07-07 10:31:15.877354,4705.85,card
9349,9349,2024-08-31 20:57:19.894006,0,cash
9350,9350,2023-11-13 09:08:19.543364,9885.95,cash
9351,9351,2024-08-13 06:26:55.031766,6517.15,card
9352,9352,2024-04-29 06:41:56.674283,5528.31,card
9353,9353,2024-05-17 18:15:57.459843,4557.84,cash
9354,9354,2024-03-07 23:49:39.073787,1172.97,cash
9355,9355,2024-08-03 05:37:33.616741,7243.43,card
9356,9356,2023-11-04 06:23:17.314387,4457.07,card
9357,9357,2023-11-04 18:14:42.852329,2945.61,card
9358,9358,2024-01-26 05:59:38.934247,2486.72,cash
9359,9359,2024-08-10 11:33:18.741329,4669.07,cash
9360,9360,2024-05-18 04:10:28.229172,5381.93,card
9361,9361,2023-12-03 22:44:22.926877,7741.26,cash
9362,9362,2024-09-08 21:20:19.619174,2705.5,card
9363,9363,2024-01-13 03:44:20.639262,5382.29,card
9364,9364,2024-03-15 08:47:04.107411,0,card
9365,9365,2023-10-30 21:20:55.430306,7627.14,cash
9366,9366,2024-04-19 05:53:02.793771,10177.58,cash
9367,9367,2024-06-14 14:48:53.056727,4025.62,card
9368,9368,2024-03-08 01:44:55.665103,1234.71,cash
9369,9369,2023-11-11 09:57:29.746813,2173.52,cash
9370,9370,2024-09-26 22:09:28.358687,6005.17,cash
9371,9371,2024-01-25 10:00:22.282294,0,card
9372,9372,2024-03-07 19:44:23.656673,1695.8,cash
9373,9373,2024-07-16 14:17:24.944148,5006.94,cash
9374,9374,2024-03-03 11:21:26.788252,5257.94,card
9375,9375,2024-06-29 18:17:45.000081,7981.47,cash
9376,9376,2024-05-28 14:44:17.073408,348.28,cash
9377,9377,2023-11-17 22:18:58.988332,7462.96,cash
9378,9378,2024-02-11 03:25:00.773955,3261.0,card
9379,9379,2024-05-01 10:14:36.256522,8597.03,cash
9380,9380,2023-11-05 05:51:02.749853,2908.92,card
9381,9381,2024-06-01 17:34:05.987034,6091.78,card
9382,9382,2024-01-12 07:43:19.297964,8069.2,card
9383,9383,2024-02-07 17:53:10.594898,3913.89,cash
9384,9384,2024-06-01 08:30:42.107331,7683.2,card
9385,9385,2024-02-12 20:13:02.982745,11385.03,card
9386,9386,2023-11-29 22:24:23.440692,1708.6,cash
9387,9387,2024-01-20 03:30:01.806323,1332.46,cash
9388,9388,2024-07-06 23:39:18.624826,6827.69,card
9389,9389,2024-01-06 21:31:20.870418,0,cash
9390,9390,2023-11-02 10:03:23.084351,2830.73,card
9391,9391,2023-12-22 06:31:28.453510,4632.2,cash
9392,9392,2024-02-02 16:10:55.210057,9932.93,cash
9393,9393,2023-11-27 05:23:51.736438,7019.73,card
9394,9394,2024-09-28 12:12:12.249427,9218.2,card
9395,9395,2023-10-11 17:54:55.439587,4318.65,card
9396,9396,2024-05-15 03:43:22.909585,4740.72,card
9397,9397,2024-09-19 15:23:01.750832,3127.89,cash
9398,9398,2023-12-20 12:28:24.167461,10328.57,cash
9399,9399,2023-12-05 20:43:41.224771,843.61,cash
9400,9400,2024-03-04 17:10:09.686517,2275.74,card
9401,9401,2024-02-05 01:41:12.575554,6211.44,cash
9402,9402,2024-05-08 11:57:05.716841,0,cash
9403,9403,2023-11-03 02:39:48.601817,0,card
9404,9404,2024-09-23 00:52:51.253697,4911.13,cash
9405,9405,2024-09-17 16:48:58.083284,6779.96,card
9406,9406,2024-03-18 00:10:13.332142,0,card
9407,9407,2023-11-27 08:03:26.787507,1434.36,card
9408,9408,2024-09-21 16:53:54.755998,3921.44,card
9409,9409,2024-02-03 12:28:23.991315,12054.51,card
9410,9410,2024-09-17 15:55:59.850643,7486.5,cash
9411,9411,2024-07-12 16:27:59.473723,2334.15,card
9412,9412,2024-07-20 23:10:38.945796,990.22,card
9413,9413,2024-05-17 12:41:51.319237,3900.15,card
9414,9414,2024-08-15 06:11:00.484939,3895.32,card
9415,9415,2024-09-25 08:23:23.296765,4124.06,cash
9416,9416,2024-06-05 04:05:33.694633,5640.85,cash
9417,9417,2023-10-13 05:58:32.633922,6674.76,cash
9418,9418,2024-05-31 20:53:20.712173,3147.77,card
9419,9419,2024-08-17 16:44:06.916898,3167.29,card
9420,9420,2023-11-08 19:11:28.646579,8653.55,cash
9421,9421,2024-02-23 16:27:35.376748,8294.13,card
9422,9422,2024-08-15 08:04:52.543203,2478.3,card
9423,9423,2024-02-07 13:55:00.077422,462.92,cash
9424,9424,2024-04-02 08:16:35.847860,3771.4,card
9425,9425,2024-04-14 06:45:14.544348,5610.15,card
9426,9426,2024-08-01 13:29:30.354446,6158.6,card
9427,9427,2023-12-14 09:46:52.773796,0,card
9428,9428,2024-09-25 03:44:04.774689,4877.06,cash
9429,9429,2024-08-13 16:55:17.350058,1409.76,cash
9430,9430,2024-05-17 01:45:59.880692,5619.15,cash
9431,9431,2023-11-29 14:55:52.114922,6871.84,card
9432,9432,2023-11-11 10:58:25.618768,11656.97,cash
9433,9433,2024-08-06 15:30:44.168569,5582.65,card
9434,9434,2024-08-06 04:31:17.355004,6650.65,card
9435,9435,2024-09-26 12:29:20.551247,5118.14,card
9436,9436,2024-04-26 18:03:01.039210,4504.95,cash
9437,9437,2024-05-14 15:08:55.018564,4999.28,card
9438,9438,2024-03-19 23:48:06.553228,1502.96,cash
9439,9439,2024-04-20 01:18:32.613102,4490.18,cash
9440,9440,2024-01-17 04:45:44.809785,3236.25,cash
9441,9441,2023-12-17 19:17:30.416803,912.89,cash
9442,9442,2024-06-05 07:57:12.425746,5866.91,cash
9443,9443,2024-06-02 19:28:28.147554,4001.57,cash
9444,9444,2024-01-07 05:14:25.418931,6381.3,cash
9445,9445,2024-03-20 03:23:57.498212,6539.2,card
9446,9446,2024-07-23 19:48:21.010598,7612.23,cash
9447,9447,2024-02-28 00:47:08.978103,4368.14,card
9448,9448,2023-11-18 01:28:46.881217,4913.52,card
9449,9449,2024-06-17 05:06:08.491254,4301.53,cash
9450,9450,2024-08-11 07:06:40.172940,1125.64,cash
9451,9451,2024-01-28 12:06:37.165604,6007.51,card
9452,9452,2023-12-14 16:36:54.603073,8350.3,card
9453,9453,2024-07-28 17:34:46.613182,1372.0,cash
9454,9454,2024-09-06 12:35:18.519023,0,cash
9455,9455,2024-05-14 04:35:58.745526,6188.3,card
9456,9456,2024-07-22 14:26:31.789764,7443.82,card
9457,9457,2023-11-26 12:24:13.166064,1056.49,card
9458,9458,2023-10-10 11:05:26.432426,4127.61,card
9459,9459,2023-11-23 20:46:05.329273,2653.24,cash
9460,9460,2024-05-26 12:47:03.915436,1835.4,card
9461,9461,2024-06-17 21:17:53.387520,1339.94,card
9462,9462,2024-03-29 11:48:40.427737,6326.33,card
9463,9463,2024-03-31 16:02:36.419960,236.68,card
9464,9464,2024-09-09 15:56:17.659561,4977.66,cash
9465,9465,2024-04-26 09:04:57.915666,1559.64,card
9466,9466,2024-09-15 22:45:53.280055,505.12,cash
9467,9467,2024-06-17 21:31:31.706600,678.34,card
9468,9468,2023-12-19 06:01:14.777905,2611.65,cash
9469,9469,2024-02-21 14:35:40.062990,0,cash
9470,9470,2024-07-20 13:42:45.407790,6584.97,cash
9471,9471,2023-11-30 04:18:20.453738,2910.51,cash
9472,9472,2024-02-19 13:42:14.751393,5966.61,card
9473,9473,2024-07-26 13:29:49.053073,3965.32,cash
9474,9474,2024-02-16 03:42:31.914178,840.27,cash
9475,9475,2024-04-22 00:52:53.297964,4465.08,cash
9476,9476,2024-07-10 00:20:48.955706,6064.79,card
9477,9477,2023-12-20 07:16:48.448965,0,cash
9478,9478,2024-02-06 21:07:38.833587,344.07,card
9479,9479,2024-05-01 20:23:14.545541,7532.74,card
9480,9480,2023-12-29 08:01:43.353195,5913.91,card
9481,9481,2024-08-09 22:16:26.240934,7357.53,card
9482,9482,2024-01-25 13:18:25.695238,5761.01,card
9483,9483,2023-11-26 07:01:53.496092,2955.09,card
9484,9484,2024-03-06 19:28:20.851929,3710.6,cash
9485,9485,2024-06-21 16:57:45.677581,3716.82,card
9486,9486,2024-08-10 21:54:36.915631,5807.4,cash
9487,9487,2024-09-18 20:29:20.354027,0,card
9488,9488,2024-06-22 14:09:26.900563,1294.6,card
9489,9489,2024-07-20 05:39:08.895792,5275.7,cash
9490,9490,2023-10-29 15:34:12.470899,2167.39,cash
9491,9491,2024-05-31 08:14:45.255758,2778.39,card
9492,9492,2024-04-22 08:18:13.341990,3557.14,card
9493,9493,2023-11-23 02:07:20.894107,3622.18,card
9494,9494,2024-05-06 16:34:45.978226,0,card
9495,9495,2024-09-06 03:49:09.255616,1825.35,cash
9496,9496,2024-08-28 22:18:44.192815,0,cash
9497,9497,2024-06-14 18:28:25.996308,2963.76,card
9498,9498,2024-07-06 10:25:57.800072,446.09,card
9499,9499,2024-01-06 03:56:01.008118,1394.98,cash
9500,9500,2023-12-28 23:10:11.291389,8984.37,card
9501,9501,2024-01-08 22:21:13.896507,1785.12,card
9502,9502,2024-08-03 16:15:05.162077,4410.82,card
9503,9503,2024-04-23 02:19:23.600300,3115.65,card
9504,9504,2024-02-11 01:35:30.956035,4058.56,card
9505,9505,2023-10-28 17:17:52.435753,4063.91,card
9506,9506,2024-07-25 20:00:50.892520,5871.0,card
9507,9507,2023-12-09 15:45:27.810504,5485.2,card
9508,9508,2023-10-18 08:14:14.313652,2247.04,card
9509,9509,2024-07-28 12:27:14.715673,4432.63,cash
9510,9510,2024-01-21 04:44:17.335094,3083.0,card
9511,9511,2024-07-17 10:47:47.250533,5089.01,cash
9512,9512,2023-10-29 23:05:49.842273,4008.69,card
9513,9513,2023-10-21 22:31:13.551615,7582.44,cash
9514,9514,2024-06-09 04:25:28.344557,565.05,cash
9515,9515,2023-10-28 10:14:35.636949,11681.2,cash
9516,9516,2024-08-07 23:15:26.238003,4774.5,cash
9517,9517,2024-05-29 18:43:32.637490,8890.3,card
9518,9518,2024-08-12 02:22:22.685524,652.46,cash
9519,9519,2024-07-22 21:40:46.760023,4128.1,card
9520,9520,2023-10-23 02:42:40.801493,4327.72,cash
9521,9521,2024-06-07 14:40:03.705470,5289.55,card
9522,9522,2024-09-18 09:58:35.445891,4085.66,card
9523,9523,2024-01-13 23:53:46.340476,1639.24,cash
9524,9524,2024-04-20 06:30:33.766985,1361.19,cash
9525,9525,2024-02-24 01:41:57.087765,4493.93,cash
9526,9526,2023-12-13 21:12:43.461612,354.15,cash
9527,9527,2023-10-16 15:27:23.496179,4594.12,cash
9528,9528,2024-03-18 17:21:17.688830,2990.19,card
9529,9529,2024-08-11 10:43:35.673358,4468.16,cash
9530,9530,2023-12-15 06:09:58.505632,4654.84,card
9531,9531,2024-06-29 18:52:21.752379,3378.4,cash
9532,9532,2024-05-12 17:24:33.111977,0,cash
9533,9533,2024-06-20 16:41:21.172393,376.16,cash
9534,9534,2024-05-31 08:43:18.596867,6000.66,card
9535,9535,2024-07-22 16:42:54.254569,5658.71,cash
9536,9536,2024-04-14 18:46:42.320104,4654.96,cash
9537,9537,2023-11-22 14:08:00.811682,6836.68,cash
9538,9538,2024-02-21 18:03:19.004287,1800.66,card
9539,9539,2023-12-07 09:47:41.483103,3858.1,card
9540,9540,2024-07-21 10:59:18.908283,6008.27,card
9541,9541,2024-08-31 04:07:09.708331,1169.46,card
9542,9542,2023-10-12 01:31:53.480244,934.88,card
9543,9543,2024-07-15 21:56:18.636300,9308.63,cash
9544,9544,2023-11-20 22:08:55.970097,6880.8,card
9545,9545,2023-11-08 16:52:09.909961,5550.71,cash
9546,9546,2024-09-25 16:22:33.792693,7956.09,card
9547,9547,2024-02-08 23:53:23.619117,0,card
9548,9548,2023-12-04 06:12:07.989105,1859.73,cash
9549,9549,2024-07-12 15:44:45.214592,0,card
9550,9550,2024-08-16 01:30:10.542813,5947.34,card
9551,9551,2024-08-24 22:53:20.264027,765.96,cash
9552,9552,2024-06-21 06:13:13.760343,5236.2,card
9553,9553,2023-12-11 08:45:36.857595,0,cash
9554,9554,2024-08-29 23:51:58.235621,14168.1,card
9555,9555,2023-12-08 22:19:13.581038,10239.93,card
9556,9556,2024-05-28 07:13:51.740746,8535.05,cash
9557,9557,2024-10-01 18:50:56.047629,9868.66,cash
9558,9558,2023-12-27 06:48:18.645143,1726.83,card
9559,9559,2023-10-23 21:09:06.697396,4086.28,card
9560,9560,2024-04-11 20:08:20.186397,8689.07,card
9561,9561,2024-01-26 10:36:16.226220,1281.55,card
9562,9562,2024-03-29 06:29:26.171589,4314.25,card
9563,9563,2024-07-30 15:13:53.522352,2848.22,cash
9564,9564,2024-08-23 02:46:47.158790,4187.34,card
9565,9565,2024-02-24 17:26:40.842702,1426.24,cash
9566,9566,2024-09-15 11:18:17.589403,0,card
9567,9567,2023-11-23 15:22:31.664623,0,card
9568,9568,2024-01-31 01:32:52.656624,4666.6,card
9569,9569,2024-04-13 06:11:36.432810,911.34,cash
9570,9570,2024-05-04 08:44:35.612952,278.5,card
9571,9571,2023-12-05 15:55:05.890141,1041.75,cash
9572,9572,2024-01-31 11:44:18.898674,1856.64,cash
9573,9573,2024-08-21 18:55:55.327115,6607.59,card
9574,9574,2024-04-18 18:18:38.792806,5631.1,cash
9575,9575,2024-05-08 11:30:50.222505,4949.22,cash
9576,9576,2024-03-24 14:37:14.059714,1644.52,cash
9577,9577,2024-01-01 05:15:38.745310,3386.08,cash
9578,9578,2024-05-22 20:35:22.270079,10543.11,cash
9579,9579,2023-12-23 10:37:22.320220,0,card
9580,9580,2024-03-14 00:03:15.943360,591.0,card
9581,9581,2024-06-23 01:22:02.337246,171.17,card
9582,9582,2024-03-29 20:19:49.601035,2914.92,card
9583,9583,2023-10-20 02:16:18.816634,5300.62,cash
9584,9584,2024-07-21 02:00:19.845217,0,card
9585,9585,2024-09-12 22:05:36.917235,937.89,cash
9586,9586,2024-09-01 21:16:43.080405,5366.03,cash
9587,9587,2023-11-18 03:25:56.322911,3878.92,card
9588,9588,2024-09-24 16:40:41.780119,10992.41,card
9589,9589,2024-07-15 01:43:22.625298,4916.9,cash
9590,9590,2024-05-04 00:39:26.255135,1706.64,cash
9591,9591,2024-07-24 03:57:41.678667,1836.96,cash
9592,9592,2023-12-05 19:43:22.825297,2375.95,card
9593,9593,2024-01-01 09:07:09.487648,8149.29,card
9594,9594,2024-05-23 16:08:49.668810,1254.05,card
9595,9595,2024-08-22 14:07:15.356422,4529.71,cash
9596,9596,2024-02-05 22:00:03.683555,5822.95,card
9597,9597,2024-02-27 16:05:41.083199,3030.37,cash
9598,9598,2024-01-21 16:28:26.873634,105.8,card
9599,9599,2024-02-16 04:17:35.184866,6609.51,cash
9600,9600,2024-07-04 02:02:32.201334,2594.3,cash
9601,9601,2023-11-30 11:02:15.720946,1055.22,card
9602,9602,2023-11-20 04:37:04.792042,11001.05,card
9603,9603,2023-10-27 00:19:02.590059,6597.07,card
9604,9604,2024-09-30 01:05:43.289953,4260.39,card
9605,9605,2023-10-26 16:42:02.710834,1099.82,card
9606,9606,2024-01-02 11:41:37.332574,0,card
9607,9607,2023-10-09 21:21:33.277968,1155.56,cash
9608,9608,2024-04-09 05:18:35.529213,2150.57,card
9609,9609,2024-01-08 05:10:47.703376,4018.94,card
9610,9610,2024-03-26 01:55:51.233260,2543.26,cash
9611,9611,2024-04-23 17:03:12.519002,3838.35,cash
9612,9612,2024-06-14 03:05:30.198563,1305.85,card
9613,9613,2023-12-04 15:47:39.685194,4153.12,cash
9614,9614,2024-03-21 22:47:37.778615,4438.85,card
9615,9615,2023-11-07 08:56:27.520862,0,cash
9616,9616,2024-06-11 07:53:03.736164,4984.27,cash
9617,9617,2024-09-18 18:41:13.512508,0,cash
9618,9618,2023-12-28 13:40:48.775255,4868.78,card
9619,9619,2024-09-19 04:09:39.300799,665.74,card
9620,9620,2024-01-12 11:36:28.883062,2823.95,cash
9621,9621,2024-09-07 12:46:06.089494,6692.27,cash
9622,9622,2023-11-10 20:57:30.191076,765.82,cash
9623,9623,2024-05-23 11:08:14.499727,3951.67,card
9624,9624,2024-02-21 08:36:47.829472,4033.04,cash
9625,9625,2023-11-29 12:31:32.403830,2665.85,cash
9626,9626,2024-06-26 00:33:57.254806,1433.67,card
9627,9627,2024-08-24 15:55:33.038642,9896.52,cash
9628,9628,2023-12-20 15:15:13.531350,294.46,card
9629,9629,2024-07-21 04:42:10.032333,1803.9,card
9630,9630,2023-12-01 08:54:46.601352,2417.18,card
9631,9631,2024-07-18 00:32:18.097482,4992.7,card
9632,9632,2023-12-03 23:20:24.234613,2538.48,card
9633,9633,2023-11-11 19:38:07.738867,3133.5,card
9634,9634,2024-07-05 00:59:39.178314,1053.53,cash
9635,9635,2024-06-09 21:32:24.564403,1457.49,card
9636,9636,2023-12-27 18:50:54.140252,2697.58,cash
9637,9637,2023-11-24 17:02:29.432915,4282.82,card
9638,9638,2024-08-13 00:13:24.753344,6124.2,cash
9639,9639,2024-02-07 03:19:47.402470,0,card
9640,9640,2024-07-29 01:46:12.991876,8545.91,card
9641,9641,2024-02-15 09:25:04.901641,4531.53,card
9642,9642,2023-11-28 17:26:18.959951,6641.94,card
9643,9643,2024-05-27 15:37:33.855994,3881.4,cash
9644,9644,2024-04-18 22:46:09.253692,1980.03,cash
9645,9645,2024-08-28 19:19:58.130006,3060.88,card
9646,9646,2024-04-13 04:05:52.143251,5178.93,cash
9647,9647,2024-08-16 17:37:37.276208,4474.06,card
9648,9648,2024-03-22 04:28:44.592048,952.93,cash
9649,9649,2024-06-29 23:36:07.166918,8184.16,card
9650,9650,2023-11-24 12:55:36.524025,845.74,cash
9651,9651,2024-03-26 06:04:25.831484,7756.85,card
9652,9652,2023-10-25 21:07:50.221718,703.8,cash
9653,9653,2024-06-04 04:06:36.011081,9544.42,card
9654,9654,2024-02-18 18:26:51.786295,4065.89,cash
9655,9655,2024-09-06 04:00:12.652090,0,cash
9656,9656,2024-09-30 07:52:43.646954,1864.45,card
9657,9657,2024-06-10 07:39:45.255785,2939.47,cash
9658,9658,2024-06-28 09:18:36.047777,4945.82,card
9659,9659,2024-05-08 11:50:41.799690,9474.94,card
9660,9660,2024-02-13 00:10:25.785573,854.65,cash
9661,9661,2024-08-03 07:55:29.803396,4836.11,cash
9662,9662,2024-01-07 06:17:50.565222,0,card
9663,9663,2023-12-20 00:03:09.375408,5667.59,cash
9664,9664,2024-06-12 19:24:05.594459,2937.52,card
9665,9665,2024-07-03 07:02:09.689096,0,cash
9666,9666,2024-02-14 10:19:46.417565,2227.48,cash
9667,9667,2023-10-15 13:51:11.957937,1733.72,cash
9668,9668,2024-09-14 04:50:22.508092,6661.71,cash
9669,9669,2023-10-11 09:00:07.429250,1319.96,cash
9670,9670,2024-04-27 19:43:11.901234,1107.0,card
9671,9671,2024-02-27 21:03:26.444265,4066.15,card
9672,9672,2024-01-03 15:47:52.513542,6632.2,cash
9673,9673,2024-02-02 18:21:59.123339,2172.82,cash
9674,9674,2023-10-09 05:53:13.771347,941.66,card
9675,9675,2023-12-31 21:48:36.377070,682.48,cash
9676,9676,2024-06-06 21:40:29.431222,4191.56,card
9677,9677,2024-05-22 23:24:44.854390,1564.32,cash
9678,9678,2024-06-24 04:57:21.621379,6319.49,card
9679,9679,2023-12-07 11:16:25.570352,8414.82,cash
9680,9680,2023-12-12 12:20:38.087314,2915.46,card
9681,9681,2024-07-07 20:39:30.896034,1751.09,cash
9682,9682,2024-03-15 09:15:34.218968,5288.12,card
9683,9683,2024-05-03 12:50:52.285576,2238.74,card
9684,9684,2024-07-11 12:10:49.227220,8491.97,card
9685,9685,2024-07-28 14:16:16.335289,8146.85,cash
9686,9686,2024-04-03 15:30:47.814257,2927.78,cash
9687,9687,2023-10-22 17:10:31.355721,0,card
9688,9688,2024-05-27 11:36:26.911817,7281.19,cash
9689,9689,2024-01-05 12:19:35.207496,1055.31,card
9690,9690,2023-12-29 01:07:58.702946,8006.65,cash
9691,9691,2024-03-20 02:05:54.640125,5498.68,card
9692,9692,2024-07-07 03:27:01.043041,84.06,card
9693,9693,2024-03-28 18:03:07.675761,14724.37,cash
9694,9694,2024-06-24 01:34:56.009387,3290.64,cash
9695,9695,2024-10-01 00:04:52.692465,2956.56,cash
9696,9696,2024-01-30 12:41:43.762258,447.3,card
9697,9697,2024-01-27 14:07:46.067813,1904.04,card
9698,9698,2024-01-01 13:30:47.128784,3790.11,cash
9699,9699,2024-08-28 08:09:13.724021,1109.35,card
9700,9700,2023-12-09 04:29:57.777578,1008.92,cash
9701,9701,2024-07-04 11:14:18.956439,7019.68,card
9702,9702,2023-10-30 13:26:30.292540,0,card
9703,9703,2024-02-23 07:12:05.009830,2311.46,card
9704,9704,2024-01-11 06:35:02.716725,231.75,card
9705,9705,2023-10-25 02:47:52.579108,3337.85,card
9706,9706,2023-11-27 15:34:17.584769,5499.7,card
9707,9707,2024-04-13 04:24:20.084235,5698.37,card
9708,9708,2024-03-11 09:39:31.579142,3548.58,card
9709,9709,2024-01-10 02:34:40.940074,5960.64,card
9710,9710,2024-03-15 13:49:30.954042,5561.3,card
9711,9711,2024-05-12 05:08:43.189009,0,cash
9712,9712,2024-02-04 22:20:06.130476,3633.81,card
9713,9713,2024-03-27 12:06:57.462224,5701.15,card
9714,9714,2023-12-14 06:55:28.773463,4669.05,card
9715,9715,2024-08-22 15:12:04.569289,0,card
9716,9716,2024-04-24 16:43:51.283942,6484.23,cash
9717,9717,2023-10-26 17:04:33.727011,2157.74,cash
9718,9718,2024-05-23 19:24:21.818202,968.44,card
9719,9719,2023-10-14 08:40:54.806278,2651.18,cash
9720,9720,2024-06-08 16:17:03.887937,4545.11,cash
9721,9721,2024-09-23 14:43:07.763888,0,card
9722,9722,2024-03-07 23:38:36.893650,1362.78,card
9723,9723,2024-06-26 05:43:42.218369,2362.86,cash
9724,9724,2024-05-19 22:00:50.060574,4849.16,cash
9725,9725,2023-10-19 02:30:16.270296,4011.59,card
9726,9726,2024-08-11 06:57:34.356100,1111.24,cash
9727,9727,2024-03-26 01:47:57.947817,1659.0,cash
9728,9728,2024-08-09 13:21:25.765016,4100.28,cash
9729,9729,2024-06-23 17:03:57.273620,8663.02,cash
9730,9730,2024-03-25 03:40:25.973582,3672.42,card
9731,9731,2024-03-13 16:29:42.930530,2129.76,cash
9732,9732,2024-01-22 03:34:33.372867,0,card
9733,9733,2024-05-23 12:04:43.817704,3242.51,cash
9734,9734,2023-11-27 03:40:55.428799,0,cash
9735,9735,2024-10-05 01:16:22.046833,4355.71,card
9736,9736,2024-09-13 13:15:36.536813,6263.36,cash
9737,9737,2024-10-05 00:34:37.593497,0,card
9738,9738,2024-09-18 04:13:48.441231,13449.56,card
9739,9739,2024-07-21 23:03:43.782809,6767.65,card
9740,9740,2024-03-20 16:26:27.966217,5504.85,cash
9741,9741,2024-08-09 06:28:18.498492,0,card
9742,9742,2024-06-19 19:16:37.713985,2794.63,card
9743,9743,2024-08-01 02:18:14.492466,696.46,card
9744,9744,2023-10-25 13:17:58.245498,5161.55,card
9745,9745,2024-06-01 03:11:43.768182,352.0,card
9746,9746,2024-07-28 04:25:23.704373,1092.87,cash
9747,9747,2024-02-05 08:38:28.640189,1121.12,cash
9748,9748,2023-11-16 16:04:56.007365,495.47,cash
9749,9749,2023-11-14 16:50:59.446113,6737.61,card
9750,9750,2024-08-08 04:42:57.433674,3785.52,card
9751,9751,2024-09-14 19:30:54.761307,1637.66,card
9752,9752,2024-06-26 11:38:20.618109,593.42,card
9753,9753,2024-08-24 15:09:43.275271,14384.24,card
9754,9754,2024-01-05 10:03:26.841941,1226.85,card
9755,9755,2024-08-13 16:24:14.838942,669.18,cash
9756,9756,2024-04-21 15:21:14.824884,1544.12,card
9757,9757,2024-04-22 01:27:00.913729,2355.57,card
9758,9758,2024-03-11 07:45:55.893962,3681.62,cash
9759,9759,2024-08-20 07:32:32.403663,12956.06,cash
9760,9760,2024-06-12 03:57:20.107439,3703.86,card
9761,9761,2024-03-18 13:13:36.760763,7827.08,card
9762,9762,2024-02-29 21:51:29.943574,5220.32,cash
9763,9763,2024-01-15 09:55:49.740759,2406.87,cash
9764,9764,2024-07-07 00:27:04.226829,4354.85,cash
9765,9765,2023-11-06 04:10:00.754418,797.58,card
9766,9766,2024-06-29 22:34:45.412888,0,cash
9767,9767,2024-09-15 10:00:35.030404,5397.25,card
9768,9768,2024-01-23 02:43:52.317324,0,cash
9769,9769,2023-12-07 14:25:37.807482,9468.51,card
9770,9770,2024-05-28 05:31:52.151378,1917.08,cash
9771,9771,2024-08-03 21:19:39.965624,4217.95,cash
9772,9772,2024-01-13 01:33:29.626473,2177.07,card
9773,9773,2024-02-15 16:43:31.806561,3341.45,card
9774,9774,2024-09-05 01:07:22.503061,13803.59,card
9775,9775,2024-08-24 22:35:01.109484,6286.54,cash
9776,9776,2024-04-01 10:47:52.049275,3362.99,cash
9777,9777,2024-05-07 14:31:00.684743,5157.04,cash
9778,9778,2023-10-13 19:32:57.984011,2733.21,cash
9779,9779,2024-06-03 06:14:37.224423,1433.6,card
9780,9780,2023-10-25 02:17:35.111895,6129.6,cash
9781,9781,2024-02-01 03:10:02.909014,7564.42,cash
9782,9782,2024-02-18 00:00:22.268782,14067.53,cash
9783,9783,2024-05-27 14:44:22.373225,7036.88,card
9784,9784,2023-10-22 17:26:27.730026,3887.97,card
9785,9785,2024-09-19 12:08:29.100098,13455.37,card
9786,9786,2023-12-16 00:30:05.303352,3566.82,card
9787,9787,2024-03-19 21:49:16.834198,1978.28,cash
9788,9788,2024-06-07 00:28:02.869482,2024.11,cash
9789,9789,2024-01-06 03:21:48.946244,7521.06,cash
9790,9790,2023-10-25 21:35:41.052989,2391.48,card
9791,9791,2024-06-09 18:51:58.726711,7215.12,card
9792,9792,2024-01-12 07:07:03.207418,2825.16,card
9793,9793,2024-04-18 09:11:35.532049,6196.12,cash
9794,9794,2024-07-13 22:59:25.090373,10358.39,card
9795,9795,2024-03-09 15:00:17.554640,2549.61,card
9796,9796,2024-03-24 23:05:26.321795,1126.8,card
9797,9797,2024-02-28 05:03:24.644633,0,card
9798,9798,2024-02-22 20:22:46.800213,6877.55,card
9799,9799,2024-02-29 08:11:06.218612,4426.78,card
9800,9800,2024-06-01 10:01:25.291895,9925.19,cash
9801,9801,2024-07-09 20:01:42.809160,6573.81,card
9802,9802,2024-04-18 02:47:46.542656,1017.75,cash
9803,9803,2024-01-03 21:15:16.198115,2484.56,cash
9804,9804,2024-03-21 18:20:53.146591,5490.3,card
9805,9805,2024-06-24 07:46:05.684932,1989.32,card
9806,9806,2024-04-25 20:47:06.828895,5377.53,cash
9807,9807,2024-04-22 23:59:39.535547,1029.51,card
9808,9808,2024-08-02 11:18:49.047753,4978.35,cash
9809,9809,2024-06-16 14:55:54.587718,8157.71,card
9810,9810,2024-04-05 18:45:25.224079,1959.26,card
9811,9811,2024-03-15 23:44:09.995419,8780.06,cash
9812,9812,2024-01-16 09:52:48.762602,0,card
9813,9813,2024-03-11 12:49:06.971636,5717.15,card
9814,9814,2024-07-01 16:37:23.027411,982.7,cash
9815,9815,2024-01-13 12:39:25.994394,7761.21,card
9816,9816,2023-11-14 13:27:12.897744,4221.18,card
9817,9817,2024-08-26 13:08:13.303395,7201.57,cash
9818,9818,2024-08-17 07:46:19.770136,4835.76,card
9819,9819,2024-06-07 06:37:17.115655,4992.25,card
9820,9820,2023-11-25 13:40:35.485386,2861.77,card
9821,9821,2024-09-12 00:24:02.258040,2858.97,card
